0x00405530    2 92           entry0
0x004adebc    1 348          sym.page_guide_language_constructor
0x004ae018    3 92           sym.guide_language_choose_handler
0x004ae0b0    1 12           sym.page_guide_privacypolicy_destructor
0x004ae0bc    1 88           sym.chk_agree_event_handler
0x004ae2c8    1 108          sym.page_guide_privacypolicy_constructor
0x004ae340    1 12           sym.page_guide_safeconfirm_destructor
0x004ae34c    1 368          sym.page_guide_safeconfirm_create_image
0x004ae4bc    1 340          sym.page_guide_safeconfirm_constructor
0x004ae650   41 1432 -> 1424 sym.selftest_guide_item_cb
0x004aebe8    3 180          sym.guide_main_board_timer_callback
0x004aef98    8 292          sym.extruder_heat_test_complete_hander
0x004af3fc    6 524  -> 352  sym.guide_heaterbed_heating_timer_callback
0x004af0bc    6 348          sym.guide_extruder_heating_timer_callback
0x004af2e4    8 280          sym.heater_bed_heat_test_complete_hander
0x004af624    9 128          sym.page_guide_selftest_process_destructor
0x004af6a4    1 92           sym.page_guide_selftest_process_constructor
0x004af700   10 316          sym.selftest_send_update_observer_cb
0x00581ebc    3 96           sym.lv_subject_get_int
0x00582b50    3 104          sym.lv_observer_get_target
0x004df040    3 52           sym.klipper_ready_wait_timer_del
0x004df074   20 1100         sym.page_dev_selftest_draw_items
0x004af83c    1 168          sym.page_guide_selftest_process_complete
0x004ad448    1 32           sym.get_current_section_idx
0x004ad468    1 44           sym.set_current_section_idx
0x004afb40    1 12           sym.page_guide_selftest_start_destructor
0x004afb4c    1 1228         sym.page_guide_selftest_start_create_content
0x0043e45c    1 44           sym.lv_obj_set_style_bg_grad_color
0x0043e488    1 24           sym.lv_obj_set_style_bg_grad_dir
0x0043e4a0    1 24           sym.lv_obj_set_style_bg_main_stop
0x0043e4b8    1 24           sym.lv_obj_set_style_bg_grad_stop
0x0046c7d4    5 64           sym.lv_image_set_scale
0x004b0018    1 212          sym.page_guide_selftest_start_constructor
0x004b0120    1 12           sym.page_guide_timezone_destructor
0x004b012c    5 348          sym.timezone_change_handler
0x0057a3e8    9 312          sym.save_system_tz
0x004b0288   12 1224         sym.page_guide_timezone_constructor
0x004b0790    1 12           sym.page_guide_wifi_destructor
0x004b079c    1 384          sym.page_guide_wifi_constructor
0x004b0950    5 76           sym.page_home_destructor
0x004b099c    1 208          sym.home_temperature_update_callback
0x004b0a6c    5 332          sym.chart_temperature_update_observer_cb
0x004b0bb8    1 216          sym.fan_speed_update_observer_cb
0x004b0d54    1 8            sym.fan_rotate_cb
0x004b0d5c    5 216          sym.led_light_update_observer_cb
0x004b0e34   11 536          sym.set_exclude_checkbox_status
0x0042ae08    1 52           sym.lv_spinner_create
0x0043e848    1 24           sym.lv_obj_set_style_arc_width
0x0043e878    1 44           sym.lv_obj_set_style_arc_color
0x004b104c   26 1356 -> 1276 sym.page_home_refresh_polygon
0x004b1774   14 436          sym.dsc_exclude_object_event_handler
0x004b172c    3 72           sym.canvas_delete_event_cb
0x004b1598    4 256          sym.chk_event_cb
0x004b1698    4 104          sym.pop_close_event_cb_1
0x004b1700    1 44           sym.material_detect_runout_ignore_cb
0x004b1928    6 148          sym.is_chamber_fan_exit_observer_cb
0x004b19bc    6 412          sym.is_chamber_fan_heating_observer_cb
0x004b1b58    6 388          sym.is_heater_bed_heating_observer_cb
0x004b1cdc    6 388          sym.is_extruder_heating_observer_cb
0x004b1e60    3 128          sym.btn_cancel_exclude_event_handler
0x004b1ee0    3 128          sym.btn_exclude_object_event_handler
0x004b1f60    3 72           sym.cont_ctrlmask_event_handler
0x004b1fa8   11 424          sym.print_thumb_without_waterprogress_update
0x004b2150   11 964          sym.current_print_info_update_observer_cb
0x004b2514   50 1100         sym.home_printer_work_state_observer_cb
0x004b2960    3 236          sym.btn_skip_exclude_event_handler
0x004b2a4c   12 416          sym.confirm_exclude_current_obj_cb
0x004b2bec   32 632          sym.cont_ctrlpad_bottom_event_handler
0x004f503c    1 12           sym.get_printer_work_state
0x004b2e64    3 144          sym.cont_fan_event_handler
0x0042e148   11 424          sym.lv_tabview_set_active
0x004b2ef4    1 100          sym.material_detect_runout_refill_cb
0x004b2f58    6 180          sym.cont_bed_event_handler
0x004b300c    6 176          sym.cont_extruder_event_handler
0x004b30bc    9 236          sym.numpad_valuechange_event_cb
0x004b31a8    5 196          sym.btn_control_stop_event_handler
0x004b326c    5 196          sym.btn_control_pause_event_handler
0x004b3330    9 368          sym.btn_control_continue_event_handler
0x004b34a0    3 148          sym.confirm_ota_start_reself_test_cb
0x004c9294    1 52           sym.page_settings_system_selfcheck_create
0x004b3534   21 1092         sym.exclude_object_update_observer_cb
0x004b3978    4 264          sym.chart_normal_draw_event_cb
0x004b3b98    3 92           sym.cont_lamp_event_handler
0x004f516c    1 184          sym.led_light_operation
0x004b3bf4    7 9760         sym.page_home_constructor
0x004b6214    5 888          sym.show_home_filename_detail
0x004b65c0    1 32           sym.cancel_remote_control_exit_cb
0x004b660c    7 220          sym.page_odin_event
0x0049fbac    4 120          sym.language_init
0x004b66e8    1 12           sym.page_odin_destructor
0x004b66f4    5 64           sym.remote_close_errcode_update_observer_cb
0x004b6734    7 280          sym.powerloss_continue_info_update_observer_cb
0x004b6944    1 44           sym.powerloss_continue_cancel_cb
0x004b6910    1 52           sym.powerloss_continue_confirm_cb
0x004b684c    1 40           sym.complete_print_thank_confirm_cb
0x004b6874    5 92           sym.cont_boot_logo_event_handler
0x004b68d0    1 64           sym.print_complete_close_cb
0x004b6970   24 820          sym.material_detect_info_update_observer_cb
0x004b6d14    1 52           sym.material_detect_runout_cancel_cb
0x004e8bb4    1 24           sym.clear_errcode_to_slicer
0x004b6ca4    1 112          sym.material_detect_runout_confirm_cb
0x004b6d48    7 204          sym.page_odin_metadata_delay_timer_callback
0x004b6e14    5 120          sym.page_reboot_timeout_close_timer_callback
0x004b6e8c    5 180          sym.print_again_jump_file_detail
0x004b6f40    1 36           sym.complete_print_again_feedback_cb
0x004b6f64    1 36           sym.complete_thank_print_again_cb
0x004b6f88    1 36           sym.cancel_print_again_feedback_cb
0x004b6fac    1 52           sym.complete_print_again_cb
0x004b6fe0   11 400          sym.print_complete_feedback
0x004b7170    1 48           sym.complete_print_feedback_cb
0x004b71a0    4 224          sym.print_complete_like
0x004b7280   10 384          sym.print_cancel_feedback
0x004b7400    1 48           sym.cancel_print_feedback_cb
0x004b7430    1 40           sym.page_odin_telemetry_timer_callback
0x004b7458    1 84           sym.screensaver_event_handler
0x004b74ac    3 216          sym.page_odin_primary_timer_callback
0x004b7770    5 940          sym.feedback_dislike_event_handler
0x004b7b1c    5 780          sym.feedback_like_event_handler
0x004b7e28    4 852          sym.create_remote_control_info
0x004393f8    3 100          sym.lv_obj_set_scrollbar_mode
0x006b2e40    1 16           fcn.006b2e40
0x00464790    3 128          sym.lv_image_cache_drop
0x004b817c    4 300          sym.remote_control_update_observer_cb
0x004b82a8   12 2532 -> 2504 sym.print_cancel_feedback_alert_create
0x004b8c8c   48 3660 -> 3624 sym.odin_printer_work_state_observer_cb
0x004b9cb0    8 2504         sym.page_odin_constructor
0x004bbfb0    1 24           sym.page_settings_destructor
0x004bbfc8    9 572          sym.page_settings_constructor
0x004bc204    5 196          sym.tv_tabs_event_handler
0x004bc300    1 12           sym.page_settings_camera_destructor
0x004bc30c   10 648          sym.page_settings_camera_constructor
0x004bc594    8 288          sym.menu_entry_event_handler
0x004bc6f0    1 44           sym.page_settings_camera_set_destructor
0x004bc71c    6 120          sym.video_elapse_switch_observer_cb
0x004bc794    3 264          sym.dd_shootpos_event_handler
0x0041c924    1 8            sym.lv_dropdown_get_selected
0x004bc89c    1 88           sym.sw_timevideo_switch_event_cb
0x004bc8f4    3 92           sym.btn_back_event_handler
0x004bc950    4 1940         sym.page_settings_camera_set_constructor
0x004baf10    1 420          sym.set_setting_system_menu_background
0x0043e5a4    1 44           sym.lv_obj_set_style_border_color
0x0043e600    1 24           sym.lv_obj_set_style_border_side
0x004dd8e0    5 412          sym.create_switch
0x004d9aa0   20 608          sym.create_dropdown
0x0041c8c8    1 8            sym.lv_dropdown_set_symbol
0x0043e2b0    1 24           sym.lv_obj_set_style_transform_rotation
0x0041c8f4    1 8            sym.lv_dropdown_get_list
0x0043945c    3 80           sym.lv_obj_set_scroll_dir
0x0041c840    5 96           sym.lv_dropdown_set_selected
0x004969c0    3 428          sym.create_button
0x0046c3a4    3 104          sym.lv_theme_get_color_secondary
0x0058240c   12 400          sym.lv_subject_add_observer_obj
0x004bd120    1 8            sym.cancel_cb
0x004bd128    1 12           sym.page_settings_camera_videolist_destructor
0x004bd134    5 372          sym.cont_video_list_click_event
0x004e5760    1 52           sym.page_settings_camera_videoinfo_create
0x004e5794    6 1280         sym.page_settings_camera_set_videoinfo
0x006b30a0    1 16           fcn.006b30a0
0x006b3320    1 16           fcn.006b3320
0x004baaa8    3 156          sym.get_video_hms_from_seconds
0x004dc740    3 224          sym.widget_popmenu_create
0x004dc820    6 816          sym.widget_popmenu_set_param
0x004bd2a8   10 1308         sym.page_settings_camera_videolist_create_content
0x004bd7c4    1 332          sym.page_settings_camera_videolist_create_buttons
0x004bdac0    3 104          sym.btn_back_event_handler_1
0x004bd910    1 164          sym.delete_cb
0x004bd9b4    8 268          sym.confirm_delete_elapse_video_cb
0x004bdba4    1 336          sym.page_settings_camera_videolist_constructor
0x004bdb5c    1 72           sym.page_settings_camera_videolist_fetch_list
0x0057a59c   13 1052         sym.load_elapse_video_lists
0x004bdcf4    6 208          sym.elapse_video_list_update
0x004bddd0    6 112          sym.page_settings_system_destructor
0x004bde40    1 252          sym.page_settings_system_language_in
0x004bee0c    3 132          sym.cont_languages_click_event_cb
0x004c82c8    1 52           sym.page_settings_system_language_create
0x004c82fc    1 8            sym.add_close_settings_system_language_event_cb
0x004bdf3c    1 32           sym.widget_alert_close_event_cb
0x004bdf5c   10 868          sym.page_settings_system_constructor
0x004bf4cc    3 72           sym.menu_scroll_event_handler
0x004be47c    4 288          sym.menu_entry_event_handler_1
0x004bf01c    1 708          sym.page_settings_system_brightness_in
0x004be3f0    7 140          sym.harmonic_cal_switch_observer_cb
0x004be364    7 140          sym.motor_music_switch_observer_cb
0x004be2c0    6 164          sym.detect_new_version_observer_cb
0x004be59c    1 204          sym.page_settings_system_updatenotification_in
0x004be748    1 64           sym.upgradenotification_switch_event_cb
0x004be668    1 224          sym.page_settings_system_beepsound
0x004bee90    3 108          sym.beepsound_switch_event_cb
0x004be788    5 408          sym.page_settings_system_versioncheck_in
0x004c01d4    5 1024         sym.ota_upgrade_start_event_handler
0x004f5074    3 36           sym.printer_is_working
0x004bfd18    3 1212         sym.create_ota_version_info
0x004bed50    3 188          sym.get_version
0x006b3850    1 16           fcn.006b3850
0x00436648    3 200          sym.lv_obj_get_y
0x004146a0    1 52           sym.lv_bar_create
0x004146d4    4 100          sym.lv_bar_set_value
0x00496818    3 144          sym.widget_alert_attach_body
0x004be920   11 288          sym.close_page_dev_lanugage_event_cb
0x004bea40    3 248          sym.ota_download_progress_observer_cb
0x00583580    3 112          sym.lv_observer_get_user_data
0x004beb38    7 208          sym.ota_download_state_cb
0x004bec08    1 8            sym.cancel_ota_download_cb
0x004ea474    1 20           sym.service_httpchunk_download_cancel
0x004bec10    1 184          sym.confirm_ota_start_download_cb
0x004ea378    5 120          sym.service_httpchunk_request
0x004becc8    3 136          sym.bar_changed_event_cb
0x00414968    3 32           sym.lv_bar_get_value
0x004beefc    3 288          sym.dd_screenoff_event_handler
0x004bf2e0   11 492          sym.btns_brightness_event_handler
0x004bf514    7 300          sym.ota_state_receive_cb
0x004bf640   11 524          sym.ota_local_copy_state_receive_cb
0x004981fc    5 116          sym.widget_toast_close
0x004bf84c   13 1228         sym.page_settings_system_screenoff_in
0x004c05d4    1 260          sym.confirm_local_ota_upgrades_start_cb
0x004c06d8    4 608          sym.confirm_local_ota_start_cb
0x0042ae3c    1 316          sym.lv_spinner_set_anim_params
0x004c0b70    1 12           sym.page_settings_system_about_destructor
0x004c0b7c    4 812          sym.page_settings_system_about_create_product_pic
0x004c0ea8   15 264          sym.btn_factory_event_handler
0x004c0fb0    5 80           sym.cont_version_event_handler
0x004c1000    9 288          sym.lbl_long_mode_event_handler
0x004c1120    3 92           sym.btn_back_event_handler_2
0x004c117c   14 2984 -> 2756 sym.page_settings_system_about_create_content
0x004c1d24    1 720          sym.page_settings_system_about_constructor
0x004c2030    5 84           sym.page_settings_system_cloud_destructor
0x004c2084    9 2172         sym.page_settings_system_cloud_show_userinfo
0x004c2cd0    3 228          sym.btn_logout_event_handler
0x004c2b94    1 80           sym.btn_continue_agree_cb
0x004c3bf4    6 260          sym.btn_think_again_cb
0x004c2b04    3 144          sym.btn_lbl_text_event_handler
0x004de8a4    1 52           sym.page_dev_privacypolicy_create
0x004c2900    5 388  -> 340  sym.avatar_update_observer_cb
0x004c2aac    3 88           sym.privacypolicy_close_handler
0x004c2be4    6 236          sym.cloud_qrcode_update_callback
0x004c3cf8    9 312          sym.logout_continue_confirm_cb
0x004c2db4    3 92           sym.btn_back_event_handler_3
0x004c2e10    4 264          sym.page_set_update_cloud_qrcode_loading
0x004c2f18    6 304          sym.reset_style_cloud_qrcode_update_info.part.3
0x004c3048   10 356          sym.btn_question_event_handler
0x004c326c    1 136          sym.page_settings_system_cloud_qrcode_create
0x004c31e0    1 140          sym.dev_bind_qrcode_info
0x004babb0    1 156          sym.create_qrcode
0x0057e6d8    1 52           sym.lv_qrcode_create
0x0057e70c    5 192          sym.lv_qrcode_set_size
0x0057e838    1 20           sym.lv_qrcode_set_dark_color
0x0057e84c    1 28           sym.lv_qrcode_set_light_color
0x0057e868   42 1388         sym.lv_qrcode_update
0x004c32f4    7 2304         sym.page_settings_system_cloud_show_qrcode
0x004c4594   12 416          sym.btn_internation_area_event_handler
0x004ed4e4    3 56           sym.get_deploy
0x004f0064    1 60           sym.service_mqtt_restart
0x00577eec    4 132          sym.llqueue_push
0x006b35d0    1 16           fcn.006b35d0
0x004c43dc   13 440          sym.btn_china_event_handler
0x004c427c   12 352          sym.refash_icon_qrcode_failed
0x004c3e30    7 1100 -> 1084 sym.page_settings_system_cloud_constructor
0x004c4740    7 140          sym.page_settings_system_expertmode_destructor
0x004c47cc   11 584  -> 532  sym.zoffset_setting_update_observer_cb
0x004c4ab8    6 120          sym.printer_work_state_observer_cb
0x004c4b30    5 196          sym.print_flow_update_observer_cb
0x004c4bf4    5 152          sym.zoffset_update_observer_cb
0x004c4c8c   12 1520         sym.menu_entry_event_handler_2
0x004c527c   19 1332         sym.optioncombo_print_flow_event_handler
0x004c6198    3 76           sym.exportmode_combo_delete_event_cb
0x004c57b0   14 1016 -> 728  sym.optioncombo_zoffset_event_handler
0x004c5c2c    8 1388         sym.page_settings_system_expertmode_constructor
0x004c61e4    3 92           sym.btn_back_event_handler_4
0x004c6280    1 12           sym.page_settings_system_expertmode_pid_destructor
0x004c628c   10 748          sym.extruder_pid_state_update_observer_cb
0x004c6578    6 228          sym.btn_start_event_handler
0x004c665c   12 304          sym.pid_temperature_control_handler
0x004c678c    6 176          sym.btn_back_event_handler_5
0x004c683c    1 2644         sym.page_settings_system_expertmode_pid_constructor
0x004dd8ac    1 52           sym.widget_spinbox_create
0x0049f8bc    1 24           sym.getcxfonticon
0x004c72d0    1 12           sym.page_settings_system_factoryreset_destructor
0x004c72dc    7 1500         sym.page_settings_system_factoryreset_constructor
0x004c7914    5 252          sym.btn_restore_event_handler
0x004c78b8    3 92           sym.btn_back_event_handler_6
0x004c7a10    3 484          sym.confirm_factory_reset_cb
0x004c7c30    1 12           sym.page_settings_system_language_destructor
0x004c7c3c    4 104          sym.page_settings_system_language_back_handler
0x004c7ca4    4 324          sym.dev_language_choose_handler
0x004c7de8    6 1248         sym.page_settings_system_language_constructor
0x004c8310    4 80           sym.page_settings_system_selfcheck_destructor
0x004c8360   16 644          sym.btn_start_event_handler_1
0x004c85e4    1 184          sym.selftestpage_event_handler
0x004c869c    3 88           sym.confirm_selftest_complete_cb
0x004c86f4   12 468          sym.toggle_btn_selectall_label
0x004c88c8    3 1980         sym.page_settings_system_selfcheck_constructor
0x004c9084    5 168          sym.btn_selectall_event_handler
0x004c91b0    3 132          sym.chk_inputshaping_event_handler
0x004c912c    3 132          sym.chk_autoleveling_event_handler
0x004c9234    3 96           sym.btn_back_event_handler_7
0x004c9310    1 12           sym.page_settings_system_timezone_destructor
0x004c931c    5 420          sym.timezone_change_handler_1
0x004c94c0    3 92           sym.page_settings_system_timezone_back_handler
0x004c951c   14 1560         sym.page_settings_system_timezone_constructor
0x004c9b70    3 92           sym.page_settings_wifi_destructor
0x004c9bcc    5 144          sym.local_network_connect_update_observer_cb
0x004c9c5c    1 32           sym.auth_wifi_delete_handler
0x004c9c7c    5 124          sym.tab_event_handler
0x00409b90    5 140          sym.lv_timer_resume
0x004c9cf8    3 116          sym.connect_openwifi_cb
0x004c9d6c    3 272          sym.wifi_entry_event_handler
0x004d8e58    1 60           sym.widget_auth_wifi_create
0x004d8eb0    5 552          sym.widget_auth_wifi_set_param
0x0042ef0c    1 52           sym.lv_textarea_create
0x0042f464    5 260          sym.lv_textarea_set_one_line
0x0042f570    1 8            sym.lv_textarea_set_max_length
0x0042ef40    9 304          sym.lv_textarea_set_placeholder_text
0x00432110    3 24           sym.lv_group_focus_obj
0x004dab08    1 52           sym.widget_keyboard_set_textarea
0x0041e164    5 96           sym.lv_keyboard_set_textarea
0x004d8e94    3 28           sym.widget_auth_wifi_set_title
0x004c9e7c    1 104          sym.auth_wifi_event_handler
0x004c9ee4    3 80           sym.is_connected_ssid
0x004c9f34    5 148          sym.is_saved_ssid
0x004c9fc8   24 820          sym.wifi_entry_current_event_handler
0x004ca2fc   27 1292         sym.page_settings_wifi_draw_ap_item
0x004ca808    3 88           sym.forget_cb
0x004ca860    3 108          sym.connect_cb
0x004ca8cc    1 80           sym.disconnect_cb
0x004ca91c    3 124          sym.primary_timer_callback
0x004ca998    5 160          sym.local_network_event_handler
0x004e63e4    1 52           sym.page_settings_local_network_create
0x004cab18   26 1544         sym.page_settings_wifi_update_scan_list
0x004cb120    5 396          sym.page_settings_wifi_constructor
0x004cb2ac    3 128          sym.wifi_scan_list_observer_cb_1
0x0043a718    5 128          sym.lv_obj_scroll_to_y
0x004cb330    1 12           sym.page_support_destructor
0x004cb33c    6 384          sym.page_support_constructor
0x004cb4f0    1 12           sym.page_support_errors_destructor
0x004cb4fc    6 528          sym.table_change_event_cb
0x0042dc78    1 20           sym.lv_table_get_selected_cell
0x0042dac4    7 156          sym.lv_table_get_cell_value
0x004e6c70    6 120          sym.find_fault_entry
0x004cb790    4 184          sym.uploadlog_cb
0x004cb70c    6 132          sym.table_draw_event_cb
0x004cb848    9 1388         sym.page_support_errors_constructor
0x004cbdf0    1 12           sym.page_support_faultreport_destructor
0x004cbdfc    6 872          sym.page_support_faultreport_constructor
0x004cc164   21 664          sym.menu_entry_event_handler_3
0x004cc440    1 88           sym.page_support_faultreport_export_destructor
0x004cc498    1 44           sym.back_to_parent
0x004cc4c4   14 1140         sym.create_update_udisk_list
0x004cc938    9 624          sym.btn_pendrive_event_handler
0x00408a38    1 8            sym.lv_ll_clear
0x004ccba8    4 416          sym.page_support_faultreport_export_create_navi
0x004cd1f8    7 308          sym.navi_event_cb_1
0x004ccd48   15 724          sym.page_support_faultreport_export_create_foldlist
0x004cd3d4    6 328          sym.foldericon_click_event_handler
0x0040888c    3 24           sym.lv_ll_get_tail
0x006b33e0    1 16           fcn.006b33e0
0x004088b4    1 16           sym.lv_ll_get_prev
0x004cd01c   17 476          sym.udisk_list_log_update_observer_cb
0x004cd32c    7 168          sym.confirm_alert_log_export_cb
0x004cd51c    1 148          sym.page_support_faultreport_export_compress_logs
0x00574920    3 296          sym.compress_all_system_logs
0x006b2b90    1 16           fcn.006b2b90
0x006b3a40    1 16           fcn.006b3a40
0x00574860    5 192          sym.compress_files_with_progress
0x004cd5b0    3 68           sym.btn_export_event_handler
0x004cd5f4    3 72           sym.btn_back_event_handler_8
0x004cd63c    7 1820         sym.page_support_faultreport_export_constructor
0x004cdeb0    1 12           sym.page_support_faultreport_upload_destructor
0x004cdebc    3 68           sym.cancel_faultreport_upload_start_cb
0x004cdf00    1 316          sym.page_support_faultreport_upload_constructor
0x004ce03c    3 256          sym.confirm_faultreport_upload_start_cb
0x004f3acc    6 252          sym.service_exportlog_launch
0x004ce170    1 12           sym.page_support_help_destructor
0x004ce17c   10 668          sym.page_support_help_constructor
0x004ce418    6 352          sym.menu_entry_event_handler_4
0x004ce5b0    1 12           sym.page_support_help_FAQ_destructor
0x004ce5bc    4 492          sym.page_support_help_FAQ_create_content
0x004bbe68    3 176  -> 96   sym.get_static_qr_code_path_dir
0x004bbe10    3 88           sym.get_model_series_type
0x004ce7a8    1 560          sym.page_support_help_FAQ_constructor
0x004ce9d8    3 92           sym.btn_back_event_handler_9
0x004cea70    1 12           sym.page_support_help_manual_destructor
0x004cea7c    6 624  -> 608  sym.page_support_help_manual_create_content
0x004ced14    1 560          sym.page_support_help_manual_constructor
0x004cef44    3 92           sym.btn_back_event_handler_10
0x004cefe0    3 56           sym.page_topmenu_destructor
0x004cf018    1 16           sym.page_topmenu_primary_timer_callback
0x004cf028    1 140          sym.speed_value_update_observer_cb
0x004cf148    3 244          sym.topmenu_printer_work_state_observer_cb
0x004cf284    3 76           sym.speed_mode_update_observer_cb
0x004cf2d0    3 76           sym.is_chamber_fan_exit_observer_cb_1
0x004cf31c    3 96           sym.camera_exist_observer_cb
0x004cf37c    3 92           sym.wifi_signal_strength_observer_cb
0x004cf3d8    4 116          sym.is_chamber_fan_heating_observer_cb_1
0x004cf44c    4 116          sym.is_heater_bed_heating_observer_cb_1
0x004cf4c0    4 116          sym.is_extruder_heating_observer_cb_1
0x004cf534   12 568          sym.page_topmenu_side_menu_event
0x004cf76c    9 2852         sym.page_topmenu_constructor
0x004d02d0    1 12           sym.page_tune_destructor
0x004d02dc    8 460          sym.page_tune_constructor
0x004d04e0   12 176          sym.page_tune_ai_destructor
0x004d0590    6 120          sym.ai_detect_switch_observer_cb
0x004d0608    1 36           sym.close_popup_event_handler
0x004d062c    1 40           sym.page_tune_ai_notify_host
0x004d0654    1 80           sym.ai_flowcalibration_switch_event_cb
0x004d06a4    1 80           sym.chk_pause_event_handler
0x004d06f4    1 76           sym.sensitivity_menu_event_handler
0x004d0740    3 148          sym.agree_share_picture_cb
0x004d07d4    3 136          sym.page_dev_privacypolicy_close_handler
0x004d085c    3 156          sym.detail_event_cb
0x004d08f8    5 956          sym.ai_detect_switch_event_cb
0x004d0cb4    6 272          sym.sensitivity_choose_event_handler
0x004d0dc4   17 3756         sym.page_tune_ai_constructor
0x004d1cb0    9 160          sym.page_tune_axis_destructor
0x004d1d50    3 188          sym.axis_position_update_update_callback
0x004d1e0c   11 584  -> 532  sym.zoffset_setting_update_observer_cb_1
0x004d20f8   10 224          sym.axis_e_status_update_observer_cb
0x004d21d8   29 676          sym.speed_mode_update_observer_cb_1
0x004d247c    7 232          sym.zoffset_update_observer_cb_1
0x004d2564    4 96           sym.printer_work_state_observer_cb_1
0x004d25c4    9 460  -> 424  sym.extrude_bar_event_handler
0x004d2790   19 628          sym.rightbar_event_handler
0x004d2a04   18 604          sym.dir_btnm_grid_event_handler
0x004d2c60    4 152          sym.movestep_btnm_grid_event_handler
0x004d2cf8    6 808          sym.obj_bias_z_handler
0x004d3020   15 1020 -> 732  sym.optioncombo_zoffset_event_handler_1
0x004d3a20    4 84           sym.tuneaxis_combo_delete_event_cb
0x004d34a0   11 404          sym.obj_motoroff_handler
0x004d3634    3 100          sym.motoroff_continue_confirm_cb
0x004d3698   18 648          sym.obj_mute_handler
0x004d3920    9 256          sym.optioncombo_speed_event_handler
0x004d3a74    4 4740         sym.page_tune_axis_constructor
0x004d4d30    1 64           sym.page_tune_filament_destructor
0x004d4d70    9 228          sym.filament_operate_state_observer_cb
0x004d4e54   12 240          sym.page_tune_filament_update_btn_state
0x004d4f44    5 248          sym.page_tune_filament_hide_cont_progress
0x004d503c    7 376          sym.page_tune_filament_update_cont_progress_state
0x004d51b4   20 796          sym.page_tune_filament_update_timeline
0x004d54d0    1 116          sym.filament_retract_complete_proc
0x004d5544    1 116          sym.filament_retract_pre_progress_proc
0x004d55b8    1 8            sym.filament_retract_progress_proc
0x004d55c0    1 116          sym.filament_retract_start_proc
0x004d5634    1 112          sym.filament_extrude_compelete_proc
0x004d56a4    1 112          sym.filament_extrude_progress_proc
0x004d5714    1 112          sym.filament_extrude_start_proc
0x004d5784    1 132          sym.update_extruder_retract_tip
0x004d5808    6 244          sym.temperature_preset_event_handler
0x004d58fc   12 1432         sym.page_tune_filament_create_single_timeline
0x004d5e94    3 172          sym.numpad_valuechange_event_cb_1
0x006b36f0    1 16           fcn.006b36f0
0x004d5f40    6 160          sym.btn_retract_event_handler
0x004d5fe0    6 160          sym.btn_extrude_event_handler
0x004d6080   16 428          sym.temperature_control_handler
0x004d622c    1 2996         sym.page_tune_filament_constructor
0x004160ac    1 52           sym.lv_buttonmatrix_create
0x004160e0    3 24           sym.lv_buttonmatrix_set_map
0x0041624c    5 112          sym.lv_buttonmatrix_set_button_ctrl_all
0x00416378    1 20           sym.lv_buttonmatrix_set_one_checked
0x0041620c    3 32           sym.lv_buttonmatrix_set_button_ctrl
0x004db468    1 52           sym.widget_numpad_create
0x004d6e20    1 12           sym.page_tune_temperature_destructor
0x004d6e2c    3 76           sym.is_chamber_fan_exit_observer_cb_2
0x004d6e78    3 440          sym.fan_speed_update_observer_cb_1
0x004d7030    1 228          sym.page_tune_temperature_create_illustration
0x004d7114   22 480          sym.cont_fan_speed_handler
0x004d72f4   19 440          sym.cont_current_temperature_handler
0x004d74ac    6 272  -> 168  sym.numpad_valuechange_event_cb_2
0x004d76d8   57 2296         sym.page_tune_temperature_constructor
0x004d8010    1 8            sym.lv_sketchpad_toolbar_destructor
0x004d8018    3 28           sym.lv_sketchpad_destructor
0x004d8034    1 112          sym.lv_sketchpad_constructor
0x004d80a4    1 172          sym.lv_sketchpad_toolbar_constructor
0x004d8150   12 456          sym.lv_sketchpad_event
0x004d8318    6 172          sym.lv_sketchpad_toolbar_event
0x004d8400    1 8            sym.widget_auth_wifi_destructor
0x004d8408   13 332          sym.btnm_event_cb
0x004d8554    1 48           sym.btn_cancel_event_handler
0x004d8584    3 168          sym.eye_event_handler
0x004d862c    1 68           sym.icon_password_clear_event_handler
0x004d8670    1 128          sym.ta_event_handler
0x004d86f0    1 1896         sym.widget_auth_wifi_constructor
0x004d9230    1 8            sym.widget_checkbox_group_destructor
0x004d9238   12 776          sym.widget_checkbox_group_constructor
0x004d9540    3 156          sym.checkbox_group_event_handler
0x004d9650   24 684          sym.draw_event_cb
0x004d98fc    1 368          sym.widget_direction_btns_constructor
0x004d9d00    1 8            sym.widget_file_search_destructor
0x004d9d08    6 204          sym.btnm_event_cb_1
0x004d9dd4    1 48           sym.btn_cancel_event_handler_1
0x004d9e04    1 96           sym.icon_search_clear_event_handler
0x004d9e64    1 128          sym.ta_event_handler_1
0x004d9ee4    1 1584         sym.widget_file_search_constructor
0x004da590    1 8            sym.widget_keyboard_destructor
0x004da598   23 560          sym.btnm_event_cb_2
0x004da7c8   17 312          sym.draw_event_cb_1
0x004da900    1 468          sym.widget_keyboard_constructor
0x004dabf0    1 8            sym.widget_numpad_destructor
0x004dabf8    3 132          sym.cont_numpad_bg_event_handler
0x004dac7c    7 296          sym.btnm_event_cb_3
0x00416394    1 8            sym.lv_buttonmatrix_get_selected_button
0x0042fe08   12 360          sym.lv_textarea_delete_char
0x004dada4    8 180          sym.draw_event_cb_2
0x004dae58    7 188          sym.ta_num_event_cb
0x004daf14    1 1364         sym.widget_numpad_constructor
